"kegg_id","GeneName","GeneID"
"ecs:ECs_0264","aminoacyl-histidine dipeptidase","ECs_0264"
"ecs:ECs_4620","transporter","ECs_4620"
"ecs:ECs_1274","transcriptional regulator","ECs_1274"
"ecs:ECs_2568","zinc ABC transporter ATPase","ECs_2568"
"ecs:ECs_4578","negative regulator GrlR","ECs_4578"
"ecs:ECs_3812","agmatinase","ECs_3812"
"ecs:ECs_0935","putrescine ABC transporter ATPase","ECs_0935"
"ecs:ECs_1443","multidrug resistance protein MdtH","ECs_1443"
"ecs:ECs_3641","nucleoside triphosphate pyrophosphohydrolase","ECs_3641"
"ecs:ECs_1447","lipid II flippase","ECs_1447"
"ecs:ECs_0004","L-threonine synthase","ECs_0004"
"ecs:ECs_1291","hypothetical protein","ECs_1291"
"ecs:ECs_4042","tryptophan-specific transport protein","ECs_4042"
"ecs:pO157p17","hemolysin C","pO157p17"
"ecs:ECs_2321","pseudogene","ECs_2321"
"ecs:ECs_2090","D,D-dipeptide ABC transporter permease","ECs_2090"
"ecs:ECs_5010","extracellular polysaccharide production lipoprotein","ECs_5010"
"ecs:ECs_4686","asparagine synthetase A","ECs_4686"
"ecs:ECs_3514","hypothetical protein","ECs_3514"
"ecs:ECs_4746","magnesium/nickel/cobalt transporter","ECs_4746"
"ecs:pO157p02","EtpC","pO157p02"
"ecs:ECs_2171","phage minor tail protein","ECs_2171"
"ecs:ECs_4495","glycine C-acetyltransferase","ECs_4495"
"ecs:ECs_0965","macrolide ABC transporter permease/ATPase","ECs_0965"
"ecs:ECs_3232","phage DNA injection protein","ECs_3232"
"ecs:ECs_2205","phage replication protein","ECs_2205"
"ecs:ECs_1852","inner membrane-anchored protein","ECs_1852"
"ecs:ECs_R0102","tRNA-Ile","ECs_R0102"
"ecs:ECs_4483","alpha-hydroxy-acid oxidizing enzyme","ECs_4483"
"ecs:ECs_R0112","tRNA-Leu","ECs_R0112"
"ecs:ECs_2100","TonB-dependent outer membrane receptor","ECs_2100"
"ecs:ECs_2900","fructose-bisphosphate aldolase class I","ECs_2900"
"ecs:ECs_1142","O-antigen capsule production lipoprotein","ECs_1142"
"ecs:ECs_0250","type 2 glutamine amidotransferase family protein","ECs_0250"
"ecs:ECs_0849","hypothetical protein","ECs_0849"
"ecs:ECs_0817","hypothetical protein","ECs_0817"
"ecs:ECs_3843","integrase","ECs_3843"
"ecs:ECs_2342","endonuclease III","ECs_2342"
"ecs:ECs_4855","hypothetical protein","ECs_4855"
"ecs:ECs_4821","formate dehydrogenase formation protein","ECs_4821"
"ecs:ECs_3719","type III secretion protein EprH","ECs_3719"
"ecs:ECs_0447","exonuclease","ECs_0447"
"ecs:ECs_0069","DedA family inner membrane protein","ECs_0069"
"ecs:ECs_4034","general stress protein","ECs_4034"
"ecs:ECs_5251","hypothetical protein","ECs_5251"
"ecs:ECs_5213","cytochrome b562","ECs_5213"
"ecs:ECs_4221","fructoselysine transporter","ECs_4221"
"ecs:ECs_3013","integrase","ECs_3013"
"ecs:ECs_5025","diacylglycerol kinase","ECs_5025"
"ecs:ECs_4359","ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein","ECs_4359"
"ecs:ECs_3027","salicylate hydroxylase","ECs_3027"
"ecs:ECs_2935","hypothetical protein","ECs_2935"
"ecs:ECs_1986","phage tail assembly protein","ECs_1986"
"ecs:ECs_1300","membrane protein","ECs_1300"
"ecs:ECs_2299","dethiobiotin synthetase","ECs_2299"
"ecs:ECs_0810","pseudogene","ECs_0810"
"ecs:ECs_5310","hypothetical protein","ECs_5310"
"ecs:ECs_5052","cytochrome C nitrite reductase subunit c552","ECs_5052"
"ecs:ECs_2127","bestrophin family inner membrane protein","ECs_2127"
"ecs:ECs_5281","mannonate hydrolase","ECs_5281"
"ecs:ECs_3764","single-stranded-DNA-specific exonuclease RecJ","ECs_3764"
"ecs:ECs_3952","siderophore interacting protein","ECs_3952"
"ecs:ECs_2819","his operon leader peptide","ECs_2819"
"ecs:ECs_4410","pseudogene","ECs_4410"
"ecs:ECs_2585","hypothetical protein","ECs_2585"
"ecs:ECs_2931","hypothetical protein","ECs_2931"
"ecs:ECs_2557","extracellular Colicin M immunity family protein","ECs_2557"
"ecs:ECs_0214","hypothetical protein","ECs_0214"
"ecs:ECs_4597","hypothetical protein","ECs_4597"
"ecs:ECs_3063","elongation factor P","ECs_3063"
"ecs:ECs_2784","nitrogen assimilation regulon transcriptional regulator","ECs_2784"
"ecs:ECs_3336","elongator methionine tRNA acetyltransferase","ECs_3336"
"ecs:ECs_1030","cell division protein ZapC","ECs_1030"
"ecs:ECs_0230","type VI secretion protein","ECs_0230"
"ecs:ECs_0929","glutaredoxin 1","ECs_0929"
"ecs:ECs_3181","phosphate acetyltransferase","ECs_3181"
"ecs:ECs_0370","hypothetical protein","ECs_0370"
"ecs:ECs_3958","evolved beta-D-galactosidase alpha subunit","ECs_3958"
"ecs:ECs_4560","T3SS chaperone CesT","ECs_4560"
"ecs:ECs_2218","DNA damage-inducible protein","ECs_2218"
"ecs:ECs_3950","RNA polymerase sigma 70 factor RpoD","ECs_3950"
"ecs:ECs_5709","glycolate transporter","ECs_5709"
"ecs:ECs_0934","putrescine ABC transporter periplasmic binding protein","ECs_0934"
"ecs:ECs_3904","ABC transporter substrate-binding protein","ECs_3904"
"ecs:ECs_3408","phenylpropionate dioxygenase ferredoxin reductase subunit","ECs_3408"
"ecs:ECs_2981","DNA methylase","ECs_2981"
"ecs:ECs_2168","phage minor tail protein","ECs_2168"
"ecs:ECs_3146","undecaprenyl phosphate-alpha-L-ara4N exporter","ECs_3146"
"ecs:ECs_R0084","tRNA-Lys","ECs_R0084"
"ecs:ECs_3140","LPS core heptose(II)-phosphate phosphatase","ECs_3140"
"ecs:ECs_0903","fructose-6-phosphate aldolase 1","ECs_0903"
"ecs:ECs_2105","two-component system connector membrane protein","ECs_2105"
"ecs:ECs_1087","AraC-family transcriptional regulator","ECs_1087"
"ecs:ECs_1813","pseudogene","ECs_1813"
"ecs:ECs_4301","branched-chain amino acid ABC transporter ATPase","ECs_4301"
"ecs:ECs_0377","permease","ECs_0377"
"ecs:ECs_3826","twitching motility protein PilT","ECs_3826"
"ecs:ECs_3266","enzyme IIC component of PTS","ECs_3266"
"ecs:ECs_1398","chemotaxis protein","ECs_1398"
"ecs:ECs_2908","hypothetical protein","ECs_2908"
"ecs:ECs_3696","transcriptional activator","ECs_3696"
"ecs:ECs_0777","periplasmic TolA-binding protein","ECs_0777"
"ecs:ECs_0332","hydrolase","ECs_0332"
"ecs:ECs_5323","inner membrane protein","ECs_5323"
"ecs:ECs_4380","ligand-gated channel protein","ECs_4380"
"ecs:ECs_0100","UDP-3-O-acyl N-acetylglucosamine deacetylase","ECs_0100"
"ecs:ECs_4103","30S ribosomal subunit protein S9","ECs_4103"
"ecs:ECs_1611","phage replication protein","ECs_1611"
"ecs:ECs_2308","pyridine nucleotide transhydrogenase beta subunit","ECs_2308"
"ecs:ECs_1020","NAD(P)H-dependent FMN reductase","ECs_1020"
"ecs:ECs_3555","recombination regulator RecX","ECs_3555"
"ecs:ECs_2203","hypothetical protein","ECs_2203"
"ecs:ECs_0658","sensory histidine kinase in two-component regulatory system with CitB","ECs_0658"
"ecs:ECs_3649","D-glucarate transporter","ECs_3649"
"ecs:ECs_4154","16S rRNA m(5)C967 methyltransferase","ECs_4154"
"ecs:ECs_1419","curlin nucleator protein","ECs_1419"
"ecs:ECs_2559","phosphoribosylglycinamide formyltransferase 2","ECs_2559"
"ecs:ECs_5113","lysine decarboxylase 2","ECs_5113"
"ecs:ECs_0857","excision nuclease of nucleotide excision repair","ECs_0857"
"ecs:ECs_3085","heme lyase subunit CcmF","ECs_3085"
"ecs:ECs_0380","hypothetical protein","ECs_0380"
"ecs:ECs_2164","phage minor tail protein","ECs_2164"
"ecs:ECs_3820","hypothetical protein","ECs_3820"
"ecs:ECs_R0094","tRNA-Met","ECs_R0094"
"ecs:ECs_3997","L-threonine dehydratase","ECs_3997"
"ecs:ECs_3508","hypothetical protein","ECs_3508"
"ecs:ECs_4673","F0F1 ATP synthase subunit epsilon","ECs_4673"
"ecs:ECs_4605","two-component system sensor histidine kinase UhpB","ECs_4605"
"ecs:ECs_4438","glyoxylate/hydroxypyruvate reductase B","ECs_4438"
"ecs:ECs_3463","chorismate mutase-T and prephenate dehydrogenase","ECs_3463"
"ecs:ECs_1316","diacylglycerol kinase","ECs_1316"
"ecs:ECs_0384","propionate catabolism operon regulatory protein","ECs_0384"
"ecs:ECs_5776","entericidin A","ECs_5776"
"ecs:ECs_1224","hypothetical protein","ECs_1224"
"ecs:ECs_4016","tagatose-6-phosphate ketose isomerase","ECs_4016"
"ecs:ECs_5305","hypothetical protein","ECs_5305"
"ecs:ECs_4534","integrase","ECs_4534"
"ecs:ECs_5235","valyl-tRNA synthetase","ECs_5235"
"ecs:ECs_5216","trehalose-6-P hydrolase","ECs_5216"
"ecs:ECs_2561","6-phosphogluconate dehydratase","ECs_2561"
"ecs:ECs_3162","NADH-quinone oxidoreductase subunit L","ECs_3162"
"ecs:ECs_2508","transcriptional activator of dmlA","ECs_2508"
"ecs:ECs_5047","cation/proton antiporter","ECs_5047"
"ecs:ECs_4803","sulfoquinovose isomerase","ECs_4803"
"ecs:ECs_3590","serine/threonine-specific protein phosphatase 2","ECs_3590"
"ecs:ECs_2289","periplasmic protein","ECs_2289"
"ecs:ECs_1406","hypothetical protein","ECs_1406"
"ecs:ECs_0709","PTS N-acetylglucosamine EIICBA component","ECs_0709"
"ecs:ECs_2649","hypothetical protein","ECs_2649"
"ecs:ECs_0843","outer membrane precursor Lom","ECs_0843"
"ecs:ECs_2503","pseudogene","ECs_2503"
"ecs:ECs_4754","homoserine/homoserine lactone efflux protein","ECs_4754"
"ecs:ECs_0450","two-component system sensor histidine kinase PhoR","ECs_0450"
"ecs:ECs_0867","cardiolipin synthase 2","ECs_0867"
"ecs:ECs_3755","xanthine permease","ECs_3755"
"ecs:ECs_3542","glycine betaine/proline ABC transporter periplasmic binding protein","ECs_3542"
"ecs:ECs_3785","ribose 5-phosphate isomerase constitutive","ECs_3785"
"ecs:ECs_2364","endopeptidase","ECs_2364"
"ecs:ECs_2378","oxidoreductase Fe-S subunit","ECs_2378"
"ecs:ECs_2763","replication protein","ECs_2763"
"ecs:ECs_4003","tartronate semialdehyde reductase","ECs_4003"
"ecs:pO157p34","plasmid-partitioning protein","pO157p34"
"ecs:ECs_0046","oxidoreductase","ECs_0046"
"ecs:ECs_3660","L-fuculose-1-phosphate aldolase","ECs_3660"
"ecs:ECs_3138","outer membrane protein","ECs_3138"
"ecs:ECs_1788","hypothetical protein","ECs_1788"
"ecs:ECs_1301","pseudogene","ECs_1301"
"ecs:ECs_4591","hypothetical protein","ECs_4591"
"ecs:ECs_3185","glutathione S-transferase","ECs_3185"
"ecs:ECs_5749","membrane protein","ECs_5749"
"ecs:ECs_0459","protein-export membrane protein SecD","ECs_0459"
"ecs:ECs_5486","undecaprenyl phosphate-alpha-L-ara4N exporter","ECs_5486"
"ecs:ECs_0944","arginine ABC transporter permease","ECs_0944"
"ecs:ECs_0258","DNA polymerase IV","ECs_0258"
"ecs:ECs_R0077","tRNA-Pro","ECs_R0077"
"ecs:ECs_1701","periplasmic trehalase","ECs_1701"
"ecs:ECs_0656","citrate lyase acyl carrier subunit","ECs_0656"
"ecs:ECs_4684","FMN-binding protein MioC","ECs_4684"
"ecs:ECs_2417","glutathione peroxidase","ECs_2417"
"ecs:ECs_4478","ribosome-associated DUF2810 family protein","ECs_4478"
"ecs:ECs_3342","peroxiredoxin","ECs_3342"
"ecs:ECs_1365","hypothetical protein","ECs_1365"
"ecs:ECs_2335","inner membrane protein","ECs_2335"
"ecs:ECs_2196","hypothetical protein","ECs_2196"
"ecs:ECs_4717","UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase","ECs_4717"
"ecs:ECs_2110","outer membrane usher protein","ECs_2110"
"ecs:ECs_3948","30S ribosomal subunit protein S21","ECs_3948"
"ecs:ECs_4668","pseudogene","ECs_4668"
"ecs:ECs_4220","small lipoprotein","ECs_4220"
"ecs:ECs_3194","lysine/arginine/ornithine transporter subunit","ECs_3194"
"ecs:ECs_0402","3-(3-hydroxyphenyl)propionate hydroxylase","ECs_0402"
"ecs:ECs_2634","plasmid partition protein","ECs_2634"
"ecs:ECs_1901","inner membrane protein","ECs_1901"
"ecs:ECs_2893","transcriptional repressor GatR of galactitol utilization","ECs_2893"
"ecs:ECs_2278","phage antirepressor protein Cro","ECs_2278"
"ecs:ECs_0411","S-(hydroxymethyl)glutathione dehydrogenase","ECs_0411"
"ecs:ECs_1766","phage antirepressor","ECs_1766"
"ecs:ECs_4147","dehydroshikimate reductase NAD(P)-binding protein","ECs_4147"
"ecs:ECs_5275","periplasmic chaperone","ECs_5275"
"ecs:ECs_2842","O-antigen flippase","ECs_2842"
"ecs:ECs_0439","OxyR-regulated protein","ECs_0439"
"ecs:ECs_3970","membrane-bound redox modulator","ECs_3970"
"ecs:ECs_0634","isochorismatase","ECs_0634"
"ecs:ECs_4141","periplasmic binding transport protein","ECs_4141"
"ecs:ECs_2622","DNA-binding protein","ECs_2622"
"ecs:ECs_1809","hypothetical protein","ECs_1809"
"ecs:ECs_4623","PTS system arbutin-like IIC component","ECs_4623"
"ecs:ECs_1360","Iha adhesin","ECs_1360"
"ecs:ECs_1920","pseudogene","ECs_1920"
"ecs:ECs_3046","S-formylglutathione hydrolase","ECs_3046"
"ecs:ECs_0706","N-acetylglucosamine-inducible nag divergent operon transcriptional repressor","ECs_0706"
"ecs:ECs_0881","DksA-type zinc finger protein","ECs_0881"
"ecs:ECs_1297","hypothetical protein","ECs_1297"
"ecs:ECs_R0108","tRNA-Arg","ECs_R0108"
"ecs:ECs_5254","restriction endonuclease","ECs_5254"
"ecs:ECs_4092","glutamate synthase small subunit","ECs_4092"
"ecs:ECs_4836","6-N-hydroxylaminopurine resistance protein","ECs_4836"
"ecs:ECs_1629","phage terminase small subunit","ECs_1629"
"ecs:ECs_0030","prolipoprotein signal peptidase","ECs_0030"
"ecs:ECs_1967","hypothetical protein","ECs_1967"
"ecs:ECs_0291","hypothetical protein","ECs_0291"
"ecs:ECs_2491","MltA-interacting protein MipA","ECs_2491"
"ecs:ECs_0920","deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor","ECs_0920"
"ecs:ECs_3544","inner membrane protein","ECs_3544"
"ecs:ECs_0290","hypothetical protein","ECs_0290"
"ecs:ECs_4026","pseudogene","ECs_4026"
"ecs:ECs_0184","lipid-A-disaccharide synthase","ECs_0184"
"ecs:ECs_5031","tRNA-dihydrouridine synthase A","ECs_5031"
"ecs:ECs_5219","magnesium transporter","ECs_5219"
"ecs:pO157p29","plasmid maintenance protein CcdB","pO157p29"
"ecs:ECs_0087","membrane bound cell division leucine zipper septum protein","ECs_0087"
"ecs:pO157p33","plasmid-partitioning protein SopA","pO157p33"
"ecs:ECs_5719","hypothetical protein","ECs_5719"
"ecs:ECs_4307","acetyltransferase","ECs_4307"
"ecs:ECs_5022","chorismate--pyruvate lyase","ECs_5022"
"ecs:ECs_4729","APC family amino acid transporter","ECs_4729"
"ecs:ECs_3488","pseudogene","ECs_3488"
"ecs:ECs_0755","transcription regulator","ECs_0755"
"ecs:ECs_0918","glutathione S-transferase","ECs_0918"
"ecs:ECs_3815","hypothetical protein","ECs_3815"
"ecs:ECs_5769","hypothetical protein","ECs_5769"
"ecs:ECs_4942","pseudogene","ECs_4942"
"ecs:ECs_5288","nucleoside recognition pore and gate family inner membrane transporter","ECs_5288"
"ecs:ECs_3067","murein DD-endopeptidase","ECs_3067"
"ecs:ECs_3883","hypothetical protein","ECs_3883"
"ecs:ECs_0410","S-formylglutathione hydrolase","ECs_0410"
"ecs:ECs_5304","hypothetical protein","ECs_5304"
"ecs:ECs_0513","modulator of gene expression with H-NS","ECs_0513"
"ecs:ECs_0615","mechanosensitive channel protein","ECs_0615"
"ecs:ECs_1886","pseudogene","ECs_1886"
"ecs:ECs_2860","glycosyl transferase","ECs_2860"
"ecs:ECs_3304","inner membrane protein","ECs_3304"
"ecs:ECs_4337","lipoprotein","ECs_4337"
"ecs:ECs_4817","formate dehydrogenase formation protein","ECs_4817"
"ecs:ECs_2874","pseudogene","ECs_2874"
"ecs:ECs_3357","oxidoreductase","ECs_3357"
"ecs:ECs_0099","GTP-binding tubulin-like cell division protein FtsZ","ECs_0099"
"ecs:ECs_4222","fructoselysine-6-P-deglycase","ECs_4222"
"ecs:ECs_0043","transporter","ECs_0043"
"ecs:ECs_3260","sensor kinase regulating yhjX","ECs_3260"
"ecs:ECs_2583","TMAO reductase III cytochrome c-type subunit","ECs_2583"
"ecs:ECs_2132","succinate semialdehyde dehydrogenase","ECs_2132"
"ecs:ECs_5114","lysine/cadaverine transporter","ECs_5114"
"ecs:ECs_0179","BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor","ECs_0179"
"ecs:ECs_2975","antiterminator Q","ECs_2975"
"ecs:ECs_2879","hypothetical protein","ECs_2879"
"ecs:ECs_4338","3-oxoacyl-(acyl-carrier-protein) synthase II","ECs_4338"
"ecs:ECs_5158","hypothetical protein","ECs_5158"
"ecs:ECs_0554","iron export ABC transporter permease","ECs_0554"
"ecs:ECs_0112","prepilin peptidase-dependent pilin","ECs_0112"
"ecs:ECs_5729","inner membrane-associated protein","ECs_5729"
"ecs:ECs_1672","periplasmic inhibitor of g-type lysozyme","ECs_1672"
"ecs:ECs_5146","methyl-directed mismatch repair protein MutL","ECs_5146"
"ecs:ECs_4373","arsenical resistance operon transcriptional repressor","ECs_4373"
"ecs:ECs_2741","phage endolysin","ECs_2741"
"ecs:ECs_0917","soluble aldose sugar dehydrogenase","ECs_0917"
"ecs:ECs_4339","beta-hydroxydecanoyl-ACP dehydrase","ECs_4339"
"ecs:ECs_3471","ribosome maturation factor","ECs_3471"
"ecs:ECs_R0091","tRNA-Ser","ECs_R0091"
"ecs:ECs_0292","hypothetical protein","ECs_0292"
"ecs:ECs_0397","beta-D-galactosidase","ECs_0397"
"ecs:ECs_2009","hypothetical protein","ECs_2009"
"ecs:pO157p80","RfbU-like protein","pO157p80"
"ecs:ECs_0716","LexA-regulated protein","ECs_0716"
"ecs:ECs_3321","cobalamin adenosyltransferase involved in ethanolamine utilization","ECs_3321"
"ecs:ECs_3773","6-phospho-beta-glucosidase A","ECs_3773"
"ecs:pO157p42","hypothetical protein","pO157p42"
"ecs:ECs_2759","hypothetical protein","ECs_2759"
"ecs:ECs_3558","membrane-bound lytic murein transglycosylase B","ECs_3558"
"ecs:ECs_2785","L,D-transpeptidase linking Lpp to murein","ECs_2785"
"ecs:ECs_1834","indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase","ECs_1834"
"ecs:ECs_3913","ferrichrome-binding protein","ECs_3913"
"ecs:ECs_1618","hypothetical protein","ECs_1618"
"ecs:ECs_4637","chromosomal replication initiator protein DnaA","ECs_4637"
"ecs:ECs_4459","hypothetical protein","ECs_4459"
"ecs:ECs_2415","endopeptidase","ECs_2415"
"ecs:ECs_R0025","tRNA-Ala","ECs_R0025"
"ecs:ECs_2464","CDP-alcohol phosphatidyltransferase family inner membrane protein","ECs_2464"
"ecs:ECs_4663","phosphate ABC transporter permease","ECs_4663"
"ecs:ECs_R0115","tRNA-Ala","ECs_R0115"
"ecs:ECs_5069","fructose-bisphosphate aldolase class II","ECs_5069"
"ecs:ECs_5182","IS609 transposase","ECs_5182"
"ecs:ECs_4676","F0F1 ATP synthase subunit alpha","ECs_4676"
"ecs:ECs_1888","pseudogene","ECs_1888"
"ecs:ECs_2484","MFS sugar transporter","ECs_2484"
"ecs:ECs_0089","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase","ECs_0089"
"ecs:ECs_2002","fermentative D-lactate dehydrogenase","ECs_2002"
"ecs:ECs_1117","phage tail assembly protein","ECs_1117"
"ecs:ECs_5240","hypothetical protein","ECs_5240"
"ecs:ECs_4356","DNA repair protein","ECs_4356"
"ecs:ECs_2635","plasmid partition protein","ECs_2635"
"ecs:ECs_0267","transcriptional regulator Crl","ECs_0267"
"ecs:ECs_1055","integrase","ECs_1055"
"ecs:ECs_2638","hypothetical protein","ECs_2638"
"ecs:ECs_3879","hydrogenase 2 large subunit","ECs_3879"
"ecs:ECs_4200","FKBP-type peptidyl prolyl cis-trans isomerase","ECs_4200"
"ecs:ECs_3287","phosphohistidinoprotein-hexose phosphotransferase component of PTS system","ECs_3287"
"ecs:ECs_4563","T3SS chaperone CesF","ECs_4563"
"ecs:ECs_1370","glucosyl-transferase","ECs_1370"
"ecs:ECs_2737","PchABC family transcriptional regulator","ECs_2737"
"ecs:ECs_5070","hypothetical protein","ECs_5070"
"ecs:ECs_0008","transaldolase B","ECs_0008"
"ecs:ECs_3191","histidine ABC transporter permease","ECs_3191"
"ecs:ECs_2300","transcriptional repressor","ECs_2300"
"ecs:ECs_0527","adenylate kinase","ECs_0527"
"ecs:ECs_0698","nucleoside triphosphate hydrolase","ECs_0698"
"ecs:ECs_3022","inner membrane protein","ECs_3022"
"ecs:ECs_0358","betaine aldehyde dehydrogenase","ECs_0358"
"ecs:ECs_2071","nitrate reductase 1 alpha subunit","ECs_2071"
"ecs:ECs_3614","CRISPR-associated protein CasA/Cse1","ECs_3614"
"ecs:ECs_0018","transcriptional activator","ECs_0018"
"ecs:ECs_2370","cyclopropane fatty acyl phospholipid synthase","ECs_2370"
"ecs:ECs_1309","transposase","ECs_1309"
"ecs:ECs_2636","IS629 transposase OrfB","ECs_2636"
"ecs:ECs_1625","Bor protein precursor","ECs_1625"
"ecs:ECs_5096","lipid A phosphoethanolamine transferase","ECs_5096"
"ecs:ECs_0733","deoxyribodipyrimidine photolyase FAD-binding protein","ECs_0733"
"ecs:ECs_1853","hypothetical protein","ECs_1853"
"ecs:ECs_3480","hypothetical protein","ECs_3480"
"ecs:ECs_2552","DNA polymerase III theta subunit HolE","ECs_2552"
"ecs:ECs_4120","septum formation inhibitor","ECs_4120"
"ecs:ECs_1830","hypothetical protein","ECs_1830"
"ecs:ECs_1685","alanine racemase","ECs_1685"
"ecs:ECs_0122","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","ECs_0122"
"ecs:ECs_3630","SDR family oxidoreductase","ECs_3630"
"ecs:ECs_4678","F0F1 ATP synthase subunit B","ECs_4678"
"ecs:ECs_2195","hypothetical protein","ECs_2195"
"ecs:ECs_4799","2,3-dihydroxypropane-1-sulfonate exporter","ECs_4799"
"ecs:ECs_R0097","tRNA-Ile","ECs_R0097"
"ecs:ECs_2854","mannose-1-phosphate guanyltransferase","ECs_2854"
"ecs:ECs_0015","chaperone Hsp40","ECs_0015"
"ecs:ECs_3798","D-erythrose 4-phosphate dehydrogenase","ECs_3798"
"ecs:ECs_4827","glycoprotein","ECs_4827"
"ecs:ECs_0809","exonuclease","ECs_0809"
"ecs:ECs_4439","barrier effect co-colonization resistance factor","ECs_4439"
"ecs:ECs_4088","isoprenoid biosynthesis protein with amidotransferase-like domain","ECs_4088"
"ecs:ECs_3681","hypothetical protein","ECs_3681"
"ecs:ECs_4040","protease","ECs_4040"
"ecs:ECs_4812","hypothetical protein","ECs_4812"
"ecs:ECs_3921","hypothetical protein","ECs_3921"
"ecs:ECs_0137","pantothenate synthetase","ECs_0137"
"ecs:ECs_2015","ATP-dependent helicase","ECs_2015"
"ecs:ECs_2937","histidine kinase","ECs_2937"
"ecs:ECs_4546","ISEc8 transposase","ECs_4546"
"ecs:ECs_3757","guanine/hypoxanthine permease","ECs_3757"
